,Dwelling Type,Dwelling Type,Dwelling Type,Dwelling Type,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Number of Bedrooms,Household Composition,Household Composition,Household Composition,Household Composition,Household Composition,Household Composition
,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household
Postcode,,,,,,,,,,,,,,,,,
5164,3786,822,32,0,0,377,654,3161,381,56,18,888,780,860,67,1956,187
5165,4524,884,123,28,24,183,1164,3420,640,104,20,1309,1044,970,77,1986,272
5166,1676,82,0,0,24,48,175,1217,168,16,6,423,321,261,22,580,78
5167,5279,232,355,3,12,328,653,2982,1101,190,32,1509,1415,639,76,1597,145
5168,5020,229,173,0,0,70,899,2743,951,163,32,1184,1207,720,54,1606,158
5169,17850,476,760,55,3,214,1876,8489,4587,582,62,4361,4885,2195,139,4008,381
5170,1098,5,23,0,6,15,143,541,227,38,14,290,258,136,14,284,14
5171,5474,265,56,48,17,130,880,2117,1468,249,43,1760,1501,431,26,1222,49
5172,3873,21,20,0,16,66,361,1425,912,202,46,1129,1057,276,14,565,24
5173,11528,642,41,94,36,227,1506,5388,2871,368,52,2757,2809,1671,86,3021,285
5174,2718,37,6,12,0,53,282,1107,706,96,20,742,680,279,8,518,64
5201,2076,3,0,7,0,32,134,712,586,80,16,570,588,144,24,253,18
5202,870,0,5,0,0,8,73,278,234,32,6,200,248,42,8,130,22
5203,1147,24,5,12,6,42,244,524,254,40,6,399,236,77,0,393,22
5204,2822,112,58,46,19,185,546,1501,712,106,12,1318,447,200,8,1106,57
5210,1716,0,3,8,11,30,84,526,515,72,16,458,484,96,6,209,34
5211,14250,994,163,59,36,379,3376,7745,3439,428,77,6075,2480,1375,114,5358,292
5212,1895,47,60,10,10,55,408,1093,346,61,8,845,320,180,0,585,30
5213,1155,8,0,6,15,13,155,502,286,40,10,385,264,69,0,296,26
5214,7969,477,94,79,30,401,2032,4461,1714,217,46,3721,1185,663,78,3235,198
5220,126,0,0,3,0,10,20,71,14,6,0,38,28,25,0,35,10
5221,270,5,0,0,6,26,71,155,46,10,0,125,36,18,0,133,6
5222,555,3,0,15,0,36,143,249,121,14,0,250,82,32,6,208,0
5223,3052,70,32,22,34,186,519,1422,563,93,24,1015,645,177,34,986,71
5231,1179,0,0,29,8,28,62,402,342,52,16,338,366,66,0,170,7
5232,401,0,0,0,0,6,34,120,108,6,14,138,108,16,0,30,0
5233,1364,6,13,0,0,34,96,489,356,78,12,354,400,79,8,216,20
5234,1266,11,0,5,4,0,136,390,340,60,30,303,349,83,8,196,14
5235,2329,18,30,20,13,84,333,956,550,100,24,693,558,177,6,598,51
5236,312,0,0,3,0,10,50,110,72,8,0,73,85,20,0,80,12
5237,323,0,0,10,0,14,43,143,76,19,0,88,61,41,10,85,8
5238,3707,76,17,116,16,230,750,1999,734,73,17,1446,591,353,26,1505,83
5240,491,0,0,0,0,8,44,186,84,16,6,116,142,28,8,62,8
5241,2222,114,14,3,0,47,392,949,486,92,10,626,591,189,18,562,26
5242,1587,37,8,0,0,14,160,650,346,62,24,389,469,120,12,258,26
5243,767,15,8,0,0,8,76,277,224,35,6,237,201,62,0,145,6
5244,3808,115,44,5,7,76,462,1555,950,166,42,1075,1095,264,18,772,39
5245,2671,102,32,76,4,98,390,1034,724,151,18,816,788,188,4,649,39
5250,3530,35,25,0,0,15,164,1098,1141,168,24,810,1039,325,12,433,22
5251,17144,876,53,41,23,381,1726,7554,4671,625,80,4190,4589,1903,126,4035,418
5252,6318,58,0,0,0,68,413,2492,1708,209,30,1387,1816,590,31,1055,84
5253,15759,1375,62,113,36,674,2541,8491,3412,378,97,4410,3439,2037,172,5463,485
5254,2308,0,3,4,4,86,208,902,491,108,14,612,556,192,18,434,34
5255,9124,223,4,32,17,160,936,3752,2515,320,78,2671,2210,836,45,2017,134
5256,1329,5,7,28,13,98,257,648,284,26,0,466,233,106,0,522,53
5259,1015,3,0,4,0,31,97,464,228,40,14,348,190,76,6,226,25
5260,1496,45,0,17,0,51,253,872,207,32,12,428,252,195,18,530,47
5261,282,9,0,0,0,18,26,140,70,10,0,93,86,10,0,74,0
5262,412,4,0,0,0,0,36,152,114,14,8,110,118,28,0,82,20
5263,114,5,0,0,0,0,12,55,30,6,0,61,16,8,0,30,0
5264,1062,7,4,19,0,22,137,598,198,42,6,378,180,78,10,390,17
5265,358,20,0,4,0,3,32,195,95,16,0,97,99,21,8,132,16
5266,540,3,0,0,0,6,39,268,134,24,0,144,122,20,10,162,18
5267,1741,13,0,6,0,57,120,755,432,104,8,507,415,88,16,440,44
5268,3175,106,0,14,8,66,373,1517,654,112,16,863,768,227,21,784,127
5269,251,0,0,4,0,16,24,76,48,20,0,45,70,22,0,53,6
5270,564,0,0,0,0,10,28,198,160,30,0,200,132,30,0,89,6
5271,6662,218,5,20,14,176,856,3131,1395,162,31,1899,1602,431,38,1728,217
5272,769,10,4,3,0,6,90,343,171,32,8,237,217,20,0,188,8
5273,103,0,0,0,0,0,0,42,34,8,0,32,32,6,0,8,0
5275,2004,56,16,17,6,71,324,1027,533,68,8,758,393,121,15,719,60
5276,1145,20,0,9,3,28,95,546,366,48,6,467,218,64,6,348,21
5277,2462,73,15,27,4,67,309,1403,458,73,7,754,541,237,18,817,35
5278,453,0,0,0,0,0,54,194,100,24,12,141,94,44,10,102,8
5279,495,0,0,0,0,8,48,272,66,10,0,144,98,50,0,110,8
5280,6277,289,133,24,9,148,931,3706,1236,192,45,2035,1351,596,63,2236,91
5290,19532,2579,1333,20,61,812,5456,12176,4044,471,97,6083,4869,2903,218,8811,565
5291,8369,37,11,146,26,128,667,2949,2225,332,62,2393,2388,447,47,1145,114
5301,467,0,0,0,0,10,60,187,116,12,6,170,100,24,0,122,12
5302,730,0,12,8,10,14,74,409,146,22,0,238,176,44,6,230,12
5303,138,0,0,0,0,0,6,62,26,0,0,32,34,8,0,28,8
5304,703,0,0,12,3,60,122,365,121,12,5,222,134,46,0,282,28
5306,59,0,0,0,0,6,6,32,12,0,0,22,16,0,0,20,0
5307,477,0,0,13,0,0,80,267,80,18,0,148,104,30,8,185,0
5308,118,0,0,0,0,8,18,66,10,6,0,39,20,0,0,48,0
5309,107,0,0,3,0,6,12,42,20,0,0,26,37,0,0,26,0
5310,30,0,0,0,0,10,0,8,6,0,0,8,6,0,0,8,0
5311,340,4,0,5,6,22,30,119,94,13,6,106,72,14,8,101,0
5320,574,3,8,27,0,52,144,304,104,8,6,219,78,64,0,275,8
5321,275,0,0,4,4,7,49,148,46,6,0,85,49,22,0,104,8
5322,886,0,0,8,6,38,68,422,218,20,0,280,192,56,12,226,20
5330,2821,213,0,10,0,122,569,1471,551,88,20,975,580,248,16,992,79
5331,272,4,0,15,0,16,50,115,59,8,0,113,56,10,0,69,6
5332,342,0,0,0,0,0,58,160,50,22,6,112,58,20,0,88,16
5333,5099,368,48,29,5,153,976,2560,1058,186,29,1650,1190,496,42,1596,100
5340,1219,18,16,58,11,76,106,506,304,56,18,387,263,100,0,317,32
5341,6370,766,109,56,17,256,1316,3440,1375,186,35,2042,1596,749,68,2142,186
5342,1041,28,0,0,0,8,76,441,263,48,8,296,249,90,0,179,28
5343,3908,489,97,38,0,166,1075,2286,759,80,23,1210,803,633,50,1693,145
5344,803,3,3,0,0,24,94,284,208,40,12,244,182,61,0,162,10
5345,2996,238,23,36,6,104,786,1496,622,58,22,927,624,362,24,1145,67
5346,331,9,0,16,3,12,50,159,70,8,0,109,66,34,0,76,8
5350,520,0,0,0,0,8,24,130,166,24,16,138,166,14,6,42,0
5351,5758,60,4,32,17,72,401,1917,1672,272,56,1516,1656,394,24,845,54
5352,4620,229,14,14,6,112,722,2249,1159,138,20,1536,1152,354,22,1311,70
5353,3378,208,41,7,21,123,534,1639,779,123,16,1055,851,325,19,928,81
5354,261,7,0,10,0,28,75,140,46,10,0,94,20,20,0,165,12
5355,7494,235,11,20,8,200,921,3259,2139,202,20,2164,1838,663,33,2025,99
5356,699,5,0,6,0,20,105,236,170,22,0,196,183,61,8,117,8
5357,351,0,0,11,0,24,74,153,80,8,6,123,62,28,3,148,23
5360,1075,18,0,0,0,16,77,376,330,28,0,257,343,73,0,128,12
5371,1240,8,0,0,0,0,34,278,436,84,4,216,389,90,14,134,17
5372,2504,13,8,0,10,36,74,766,752,126,14,523,680,223,26,307,32
5373,3091,88,0,28,11,105,457,1487,648,86,42,934,661,308,12,931,58
5374,1340,19,0,0,8,38,249,623,240,28,12,391,278,104,10,391,25
5381,287,15,0,0,0,20,36,166,67,8,0,85,68,26,0,112,10
5400,864,0,5,5,0,16,46,236,274,43,12,198,243,58,0,120,20
5401,746,11,0,0,0,36,82,322,136,30,12,172,160,83,8,178,26
5410,289,4,0,3,3,13,18,108,70,12,0,60,84,20,0,65,6
5411,302,0,0,0,0,0,38,110,64,12,0,84,78,8,10,47,0
5412,1014,29,0,13,0,35,165,551,233,20,10,383,160,106,0,360,29
5413,705,55,0,4,0,19,137,392,150,34,0,250,164,64,8,253,6
5414,119,0,0,0,0,0,7,60,30,8,0,30,32,8,0,37,0
5415,217,3,0,3,0,7,36,82,57,0,6,89,45,10,0,40,6
5416,176,0,0,5,0,8,32,72,48,6,0,70,36,16,0,43,0
5417,1245,72,0,0,0,75,262,624,259,44,10,436,263,89,8,496,14
5418,111,0,0,0,10,0,6,50,20,6,0,38,30,6,0,24,0
5419,222,0,0,0,0,10,34,100,34,18,0,48,58,12,0,66,0
5420,64,0,0,0,0,0,0,18,32,6,0,18,20,6,0,18,0
5421,97,8,0,0,0,0,36,42,20,0,8,28,18,6,0,60,10
5422,1330,36,0,3,0,44,261,895,182,40,0,438,143,153,20,683,30
5431,736,0,0,8,0,15,93,332,172,26,12,252,148,30,0,245,10
5432,107,0,0,0,0,3,10,45,22,8,0,32,28,0,0,33,0
5433,1047,33,13,4,0,57,197,544,225,46,3,358,180,109,16,428,15
5434,280,5,0,20,4,24,58,164,39,10,0,114,69,24,0,104,14
5440,122,0,0,13,0,7,36,47,36,16,0,28,13,5,0,72,0
5451,647,14,0,0,0,33,105,316,152,18,0,253,116,46,0,209,14
5452,423,3,0,0,4,3,31,159,94,12,0,125,126,12,0,60,0
5453,4457,153,0,23,15,167,617,1981,1126,176,26,1418,1005,358,15,1277,86
5454,349,5,0,0,0,10,48,164,50,14,0,102,70,28,10,76,8
5455,39,0,0,0,0,0,16,18,6,0,0,8,18,0,0,14,0
5460,701,0,0,0,0,8,66,270,172,28,0,176,158,72,0,129,8
5461,2222,162,0,9,8,68,403,1081,483,70,24,654,523,219,14,699,54
5462,414,58,0,0,0,10,68,171,127,26,0,130,114,49,0,105,6
5464,451,55,0,0,0,12,72,213,120,13,10,151,119,23,0,137,0
5470,136,0,0,0,0,8,28,70,14,16,0,38,36,8,0,36,0
5471,76,0,0,0,0,0,14,24,16,0,0,20,6,0,0,22,6
5472,160,0,0,0,0,0,40,58,54,0,0,52,22,8,0,70,8
5473,636,10,0,7,5,12,131,319,145,16,14,209,104,70,8,236,24
5480,772,22,0,9,0,34,138,334,175,38,6,233,175,49,6,249,14
5481,453,0,0,0,0,29,98,230,86,12,6,204,78,18,0,144,12
5482,418,0,7,0,0,6,69,190,98,12,0,140,102,24,0,124,0
5483,288,0,0,11,0,12,41,124,79,12,0,92,64,18,0,68,3
5485,546,3,0,19,0,20,60,201,152,14,14,184,137,34,8,121,6
5490,140,6,0,0,0,0,10,52,38,8,0,30,39,6,0,26,0
5491,1604,28,0,10,0,54,210,809,383,48,6,499,364,99,12,507,44
5493,50,3,0,0,0,0,6,13,14,0,0,9,12,0,0,16,0
5495,516,6,0,7,15,28,126,267,70,20,0,217,64,40,0,190,14
5501,7601,10,14,5,20,80,398,2296,2219,404,124,1621,2115,536,54,1135,160
5502,1417,11,8,79,0,73,109,589,327,52,6,362,369,128,6,275,84
5510,97,0,0,4,0,0,17,50,8,0,0,42,24,6,0,28,4
5520,481,4,0,0,6,17,79,262,90,8,0,134,84,51,8,197,24
5521,122,8,0,0,0,0,27,65,26,0,0,26,35,14,0,68,0
5522,1219,69,11,15,0,46,340,701,251,38,0,555,192,75,0,555,18
5523,1685,76,0,10,10,29,217,800,416,48,14,520,382,125,19,483,26
5540,12481,1386,140,48,13,587,2064,7855,2458,301,52,3489,2755,1868,156,5104,309
5550,841,24,8,8,4,54,138,363,180,28,0,185,205,81,18,301,16
5552,320,0,0,0,0,6,26,130,70,20,6,84,84,16,0,64,10
5554,4787,137,4,31,6,137,684,2118,1211,154,8,1389,1003,512,30,1353,105
5555,464,0,0,0,0,18,72,224,86,14,6,186,100,24,0,92,8
5556,3649,199,8,35,18,118,665,1989,888,108,6,1453,578,424,41,1319,99
5558,4343,230,15,22,7,149,807,2244,1167,144,30,1936,691,329,42,1515,106
5560,398,9,0,6,0,14,38,202,90,0,0,112,88,34,0,116,10
5570,501,10,0,33,4,42,129,278,72,10,8,226,66,42,0,232,14
5571,1574,76,0,86,34,117,347,925,318,27,0,815,253,76,0,674,49
5572,137,3,0,0,0,16,17,54,46,0,0,46,36,6,0,31,0
5573,1820,57,3,4,0,36,242,886,417,63,6,584,381,153,24,556,18
5575,2052,27,0,34,6,57,360,1020,479,69,0,846,350,122,22,675,29
5576,948,12,0,8,12,46,156,529,166,28,6,328,191,44,14,364,30
5577,487,0,0,5,0,20,80,244,100,22,0,161,81,38,10,186,10
5580,340,4,0,0,0,14,50,183,56,8,0,100,77,16,0,112,0
5581,488,11,20,0,0,19,111,285,116,19,0,279,45,23,3,217,7
5582,522,7,0,4,0,25,98,272,117,20,3,237,69,18,0,184,14
5583,685,13,3,27,10,50,126,396,138,33,18,281,89,70,0,350,8
5600,4894,566,180,11,13,202,1541,2552,1060,158,22,1694,1291,465,32,1996,122
5601,61,0,0,0,0,6,18,22,18,0,0,41,10,0,0,15,0
5602,942,143,10,22,6,47,173,520,261,38,0,446,241,68,0,324,11
5603,346,23,0,7,0,12,38,181,83,6,0,114,102,25,0,96,0
5604,163,3,0,9,0,3,52,101,32,0,0,67,27,10,0,90,0
5605,1497,82,56,33,10,79,414,857,304,42,0,660,277,108,0,681,34
5606,11214,1148,475,82,20,499,2366,6822,2242,287,42,3452,2683,1537,133,4363,405
5607,4530,21,6,75,39,176,538,1657,1081,124,32,1388,1193,234,6,841,62
5608,5348,6194,295,31,32,340,1902,10215,1389,235,137,3081,2489,2404,173,6111,409
5609,1772,39,59,0,0,6,80,752,622,70,6,438,548,157,6,389,22
5611,107,0,0,0,8,8,34,64,10,0,0,26,22,12,0,71,6
5630,130,0,0,0,0,0,6,58,28,6,0,30,50,6,0,16,0
5631,953,16,4,7,0,48,88,413,209,26,0,272,248,51,8,200,30
5632,205,0,0,0,0,0,13,68,52,12,0,42,62,9,0,34,0
5633,234,0,0,0,0,0,18,106,52,0,4,68,48,14,6,67,0
5640,887,16,0,4,0,20,125,431,239,8,6,291,183,44,10,284,18
5641,823,19,3,6,8,19,61,422,192,30,0,271,212,30,0,228,20
5642,203,8,0,0,0,4,0,98,42,7,0,52,59,10,8,57,0
5650,133,0,0,0,0,0,0,40,32,12,0,18,60,0,0,18,0
5651,51,0,0,0,0,0,14,16,12,0,0,20,10,0,0,12,0
5652,556,8,0,5,0,0,57,296,124,22,0,176,131,22,0,163,0
5653,52,0,0,0,0,0,0,8,20,0,0,20,6,0,0,12,0
5654,191,0,0,0,0,0,16,102,25,14,0,47,50,8,0,64,0
5655,89,0,0,0,0,0,0,44,14,0,0,21,26,0,0,14,0
5660,31,0,0,0,0,0,0,10,12,0,0,14,8,0,0,10,0
5661,105,0,0,0,0,6,16,46,20,0,0,28,24,0,0,20,0
5670,403,0,0,11,7,20,60,173,86,17,0,106,98,26,8,119,8
5671,139,0,0,16,0,0,22,50,34,0,0,44,30,0,0,46,10
5680,1756,8,9,34,4,115,337,779,318,48,24,653,377,86,12,514,28
5690,3339,79,37,69,19,184,506,1487,543,83,14,801,777,333,41,967,70
5700,7906,1286,517,70,47,428,1638,5672,1393,217,60,2389,1838,1362,166,3605,345
5701,3,0,0,18,0,0,0,0,0,0,0,13,9,0,0,0,0
5710,1959,9,10,8,4,18,95,717,624,69,14,520,514,200,6,331,8
5713,13,0,0,0,0,0,6,0,0,0,0,0,8,0,0,8,0
5715,23,0,3,0,0,0,0,3,6,0,0,8,0,0,0,6,0
5717,33,0,0,0,0,0,0,0,10,0,0,20,0,0,0,12,0
5719,20,0,0,0,0,0,15,8,8,0,0,24,6,0,0,11,0
5720,148,5,7,0,0,17,13,111,23,10,0,61,23,10,0,103,0
5722,205,0,0,3,0,44,61,93,26,8,0,59,35,15,0,139,10
5723,1143,19,73,41,49,192,396,492,177,52,16,306,188,116,30,773,50
5724,31,0,4,12,0,9,0,27,10,0,0,17,6,0,0,23,0
5725,3176,0,41,30,3,103,356,1024,777,98,14,544,958,178,24,602,120
5730,98,0,0,0,0,6,5,30,12,10,0,21,10,6,0,12,6
5731,101,0,4,0,0,10,18,46,29,0,10,27,30,6,0,43,0
5732,102,4,0,9,12,13,24,41,14,8,0,25,6,20,0,56,8
5733,70,0,9,10,6,3,16,44,9,0,3,15,21,10,0,55,0
5734,71,21,0,0,0,5,10,34,15,0,0,12,32,8,0,24,0
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,1243,1432,8067,4,312,5210,8786,2654,398,53,27,5314,1703,696,222,7845,1848
6003,586,644,1869,6,80,1171,2506,901,129,21,22,1480,488,216,59,2143,558
6004,526,751,8853,0,376,3560,8050,3754,422,58,34,5508,1823,729,222,6728,1437
6005,564,741,3825,0,137,2164,4144,1762,213,16,15,2341,839,411,107,4081,777
6006,6486,1420,925,22,19,1025,2202,4082,1459,199,28,2362,2262,652,123,3012,716
6007,3898,1671,1568,36,57,1348,3121,3117,926,161,15,2603,1645,598,126,3287,584
6008,8704,2441,3643,12,175,3143,5534,5604,2180,445,56,4414,3871,1233,173,6828,749
6009,12331,1942,2107,0,94,1033,3000,4487,3701,1754,373,4061,4814,977,168,3531,1029
6010,11637,3013,2441,5,13,1379,4430,5590,4326,1058,204,4454,4964,1555,133,5487,597
6011,6681,868,947,0,69,496,1708,2695,1923,715,146,2360,2368,565,68,2144,330
6012,6163,927,1205,0,46,1199,2296,2255,1805,622,78,1971,2314,601,79,3123,305
6014,15040,2088,3728,0,58,1949,6223,5724,4579,1105,188,5163,6502,1350,219,6176,589
6015,6010,203,245,0,6,141,477,1069,2083,908,196,1488,2025,287,37,983,75
6016,6705,1999,1538,30,3,714,3455,3714,1647,232,28,2359,3306,795,140,2831,474
6017,887,2297,880,0,0,862,2838,1983,242,26,22,1540,965,363,136,2740,301
6018,28611,8828,1594,90,62,1674,6441,17255,9825,1776,242,9573,11664,3500,349,10974,1688
6019,11684,8253,2086,0,9,1096,7347,11623,4351,623,67,6803,6047,2249,257,8435,1676
6020,18011,2689,556,0,87,361,2178,5389,7714,1737,219,5750,6510,1280,138,3949,291
6021,14965,4930,100,0,11,488,2277,8959,6046,941,115,5056,5632,1815,234,5727,551
6022,4614,385,9,0,0,13,145,2000,1718,212,38,1240,1393,490,29,921,72
6023,14547,600,153,0,26,94,646,3065,6357,1071,163,3254,4858,1088,74,2074,207
6024,12258,752,36,0,0,55,493,4861,4608,589,90,3141,3558,1244,99,2438,270
6025,28050,1889,187,7,6,186,1154,10140,10780,1894,287,7344,8681,2637,227,5153,573
6026,20029,1483,13,128,0,181,1179,4598,9636,1422,162,5215,6554,1647,110,3644,193
6027,35650,2771,1466,42,55,1046,2479,11849,14808,2612,437,9973,11209,3502,283,7532,1173
6028,21687,475,309,9,5,190,498,2627,10996,1517,194,4705,7452,1563,116,2169,189
6029,2480,203,14,0,0,3,298,790,787,190,32,638,849,122,10,445,74
6030,35191,2380,245,8,18,438,2756,9116,15483,1837,218,7961,10414,4264,314,6547,706
6031,17425,399,20,10,6,78,469,3378,7563,611,96,2589,5699,1804,124,1874,278
6032,168,0,0,4,0,6,8,32,44,18,6,41,36,12,0,22,0
6033,406,0,0,4,0,0,18,66,128,32,8,80,116,20,0,28,0
6034,3407,24,0,0,0,8,12,998,1385,60,16,596,1086,362,26,391,26
6035,9866,154,8,0,6,16,377,2578,4036,400,48,1946,2787,1117,58,1532,133
6036,16215,254,79,0,3,152,846,4336,6063,608,74,2700,4726,1953,126,2467,281
6037,3406,3,0,7,0,6,185,967,1222,224,43,764,952,262,14,683,44
6038,9395,153,9,0,6,18,218,2904,3697,200,13,1545,3027,1018,77,1339,139
6041,1377,0,0,6,0,32,70,356,502,88,34,449,302,104,10,219,24
6042,65,0,0,6,0,9,11,36,22,3,0,33,0,6,0,29,8
6043,166,9,5,19,0,8,37,99,83,14,0,111,8,11,8,107,6
6044,955,46,22,16,4,64,188,460,301,54,20,431,171,44,10,408,52
6050,9732,2092,2276,32,87,1825,5298,4282,2809,875,123,4123,3555,928,154,5927,787
6051,4800,3864,3470,8,37,2433,7279,5549,1315,202,28,4313,2513,1114,231,7734,1180
6052,8888,1241,819,4,35,904,2470,4379,2337,252,47,2586,3004,986,128,3413,438
6053,12096,1713,381,0,9,573,3091,6084,3054,387,41,3595,3859,1131,146,4127,558
6054,16575,2514,487,11,24,628,2832,9241,4611,645,124,4391,4800,2300,293,5884,671
6055,29173,731,99,230,65,245,1325,8160,10899,866,200,5496,9534,2108,264,4154,565
6056,32485,4334,951,99,59,1649,5343,14574,11203,1528,340,8701,8658,4830,500,11433,1211
6057,15158,398,32,21,15,79,715,4844,5820,837,145,3579,3924,1688,157,2907,330
6058,11463,737,16,169,34,284,822,4780,4006,487,72,2880,2970,1379,134,3061,346
6059,18219,4376,529,5,11,674,3571,9399,6419,1276,249,5412,6297,2105,294,7015,766
6060,10436,10289,2997,0,31,1577,10664,13827,3491,381,70,7767,5912,2533,417,12248,1425
6061,25976,12150,430,0,33,1796,5135,25721,3810,488,103,7857,9579,5289,739,12315,2058
6062,28216,4113,107,3,16,232,2871,13267,9771,1412,227,7496,8341,3327,443,7370,1145
6063,13689,542,90,0,12,185,477,3970,4837,534,86,2181,3957,1478,147,2187,313
6064,26573,2830,65,0,20,639,1276,11062,8443,1007,204,5061,7340,3624,392,5843,744
6065,62137,2928,75,231,70,617,2374,12567,28079,2753,368,11211,21009,5320,414,8730,812
6066,17072,558,25,0,0,215,421,4147,6694,932,147,3033,4896,1892,176,2383,313
6067,26,0,0,0,0,10,8,0,0,0,0,0,0,0,0,6,0
6068,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
6069,40945,2326,262,4,7,215,2382,10131,16678,1697,269,7512,13252,4254,309,5768,673
6070,3458,25,4,12,0,12,182,887,1154,316,30,858,1068,214,26,418,36
6071,3188,18,4,0,3,16,155,881,1114,228,64,812,951,219,14,455,38
6072,772,3,0,0,0,0,16,225,280,58,10,217,210,44,0,113,0
6073,2827,102,0,20,18,128,264,811,990,190,46,853,718,240,18,619,21
6074,917,0,3,0,0,12,57,252,315,68,24,247,265,64,0,114,18
6076,20014,588,103,106,16,380,1441,5378,6860,1865,419,5548,5742,1387,108,3582,196
6077,1335,181,29,0,0,17,312,289,420,158,99,499,372,72,6,332,32
6078,853,0,10,4,0,0,38,72,318,76,43,165,238,52,12,69,24
6079,34,0,0,0,0,0,0,8,12,0,0,12,0,0,0,0,0
6081,4604,0,0,0,8,30,189,965,1720,316,98,1064,1443,292,18,494,56
6082,3123,0,9,5,6,24,177,719,1113,214,62,745,876,268,8,400,46
6083,3160,0,10,21,28,69,178,637,1071,263,101,931,905,164,20,339,40
6084,8055,27,3,5,24,78,339,1501,3101,564,182,1903,2314,608,40,889,109
6090,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
6100,7224,3929,3400,8,85,2519,5377,7277,1949,291,79,5084,3401,1123,362,6508,1307
6101,11372,3003,1532,6,40,1259,3384,8326,2730,376,115,4286,3849,1301,307,5350,1301
6102,6583,4752,733,0,146,1343,2623,5344,2253,567,477,2772,2240,947,346,4897,1815
6103,5076,2046,2880,0,8,2210,4145,4223,1604,146,20,3330,2055,901,266,5074,932
6104,10858,1962,597,14,37,903,2337,5957,3351,343,56,3509,3021,1255,267,4365,788
6105,11636,2889,550,17,15,622,2915,6884,3014,357,68,3274,3769,1611,276,4446,849
6106,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0
6107,38298,5636,1416,109,41,1239,4613,16365,12046,1487,319,8579,12576,3448,767,8963,2453
6108,21220,1186,204,0,13,140,1327,7041,7640,1037,112,4654,6062,2187,262,3888,496
6109,10810,839,342,224,42,353,1099,4886,2833,353,106,2039,3202,1212,128,3008,425
6110,39160,2561,451,25,28,755,2477,13201,13748,1380,276,6872,11884,4226,375,8061,916
6111,20300,1379,152,73,38,380,1370,8690,6305,1112,250,5081,5334,2455,224,4839,511
6112,62285,3781,212,244,55,880,2891,19534,22935,2259,411,11108,19768,6328,621,10769,1314
6121,2937,9,16,5,8,18,64,237,1079,348,117,601,901,154,12,214,34
6122,20331,135,33,0,0,49,313,3250,9035,896,188,3334,6428,1657,118,2099,288
6123,2058,0,0,0,0,6,60,452,828,83,18,460,560,194,6,232,28
6124,1091,9,0,8,3,14,92,289,346,76,14,288,292,84,14,163,16
6125,2796,5,0,179,8,55,229,519,1075,198,78,833,825,181,8,433,32
6126,207,0,0,0,0,14,20,54,60,16,10,72,52,6,0,42,8
6147,12782,1274,273,0,15,225,892,6377,3802,452,113,2780,3761,1530,242,3211,491
6148,15638,2130,221,0,7,163,1742,6011,5384,1007,213,3680,5578,1435,140,3526,295
6149,16581,1073,469,0,6,388,1149,3276,7602,1480,233,4203,5650,1231,85,2853,222
6150,11247,629,128,0,4,54,917,1526,4924,1236,265,2821,3551,717,102,1591,221
6151,8797,4114,2836,4,14,1836,5872,7084,2758,676,78,5293,3978,1210,286,6770,988
6152,14565,7421,1738,0,12,958,7368,10009,5831,1140,260,7025,6087,1990,621,8588,1492
6153,15374,3672,1473,6,22,602,3158,7386,5845,1477,253,5466,6145,1619,234,4893,513
6154,7967,1840,160,11,13,220,1742,3381,3014,542,97,2164,3026,872,88,2697,223
6155,47881,1851,1041,9,12,262,996,8388,20998,2927,502,7932,17447,3432,365,4649,577
6156,14207,2413,330,0,10,346,2768,6396,4386,899,155,3641,4896,1629,176,4344,428
6157,9415,3544,487,0,22,507,3989,6354,2999,350,89,3506,3620,1406,144,5300,432
6158,5362,1141,632,20,21,326,1677,2746,1501,412,66,1842,2078,612,52,1997,221
6159,1304,1030,1110,0,79,565,1495,1792,428,65,0,1530,844,299,20,1570,161
6160,3911,2410,1631,22,114,1734,4097,3326,924,153,66,2840,1554,815,84,4547,727
6161,92,20,0,4,0,27,23,58,9,0,6,40,11,0,0,58,13
6162,8801,1474,561,220,79,958,2539,4684,2059,282,67,2874,2751,1145,116,3482,579
6163,41776,6411,2699,10,91,2676,9055,20704,13988,1851,301,13078,12183,5749,588,15562,2168
6164,57026,3788,1955,5,13,1393,4151,14741,25584,2281,333,12070,19557,5492,562,9834,1450
6165,56,0,0,0,0,0,0,16,18,0,0,17,10,0,0,8,0
6166,9435,315,49,302,13,165,526,2309,4160,622,94,2467,2984,700,79,1792,146
6167,24056,687,640,4,21,581,2275,8594,8132,745,141,4469,6487,3045,252,5878,720
6168,17752,2343,1482,252,71,1164,4764,9859,6259,674,86,6224,4120,2765,253,9423,703
6169,31124,573,775,3,16,421,2153,9635,13319,1465,227,7633,7771,3631,259,7600,712
6170,15846,264,158,0,4,129,554,3740,6325,520,80,2555,4996,1500,146,1946,398
